Entity Name,Domain,Sub-Domain,Entity Type
2014 Indian general election in Jodhpur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Kalahandi Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Kalyan Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Kancheepuram Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Kandhamal Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Karauli-dholpur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Kendrapara Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Keonjhar Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Khadoor Sahib Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Kolhapur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Koraput Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Kota Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Latur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Ludhiana Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Madha Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Maval Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Mayurbhanj Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Mizoram Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Mumbai North Central Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Mumbai North East Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Mumbai North Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Mumbai North West Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Mumbai South Central Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Mumbai South Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Nabarangpur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Nagaland Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Nagaur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Nashik Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Osmanabad Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Outer Manipur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Palghar Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Pali Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Patiala Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Pune Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Puri Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Raigad Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Rajsamand Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Ratnagiri - Sindhudurg Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Sambalpur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Sangli Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Sangrur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Satara Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Shillong Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Shirdi Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Shirur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Sikar Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Sikkim Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Solapur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Sriperumbudur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Sundargarh Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Thane Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Thiruvallur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Tonk-sawai Madhopur Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Tura Lok Sabha constituency,Politics,Elections,EVENT
2014 Indian general election in Udaipur Lok Sabha constituency,Politics,Elections,EVENT
2015 Kerala local body elections,Politics,Elections,EVENT
2017 Indian National Congress presidential election,Politics,Elections,EVENT
2025 Indian electoral controversy,Politics,Elections,PERSON
A. K. A. Abdul Samad,Politics,Indian Politics,PERSON
A. K. Antony,Politics,Indian Politics,PERSON
A. P. J. Abdul Kalam,Politics,Indian Politics,PERSON
Aam Aadmi Party,Politics,Political Party,ORGANIZATION
Aap Sabki Aawaz,Politics,Political Party,PERSON
Abdul Kalam Vision India Party,Politics,Political Party,PERSON
Abul Kalam Azad,Politics,Indian Politics,PERSON
Adolf Lu Hitler Marak,Politics,Indian Politics,PERSON
Aga Khan III,Politics,Indian Politics,PERSON
Ahila India Naadalum Makkal Katchi,Politics,Political Party,ORGANIZATION
Aikya Kerala Congress,Politics,Political Party,ORGANIZATION
Akhand Hindustan Morcha,Politics,Political Party,ORGANIZATION
Akhand Jharkhand People's Front,Politics,Political Party,ORGANIZATION
Akhil Bharatiya Gorkha League,Politics,Political Party,ORGANIZATION
Akhil Bharatiya Hindu Mahasabha,Politics,Political Party,ORGANIZATION
Akhil Bharatiya Ram Rajya Parishad,Politics,Political Party,ORGANIZATION
Akhil Bharatiya Rashtravadi Kisan Sangathan,Politics,Political Party,ORGANIZATION
Akhil Bharatiya Sena,Politics,Political Party,ORGANIZATION
Akhilesh Yadav,Politics,Indian Politics,PERSON
All India Anna Dravida Munnetra Kazhagam,Politics,Political Party,ORGANIZATION
All India Communist Party,Politics,Political Party,ORGANIZATION
All India Coordination Committee of Communist Revolutionaries,Politics,Political Party,ORGANIZATION
All India Forward Bloc,Politics,Political Party,ORGANIZATION
All India Forward Bloc (Ramayan Singh),Politics,Political Party,ORGANIZATION
All India Forward Bloc (Ruikar),Politics,Political Party,ORGANIZATION
All India Forward Bloc (Subhasist),Politics,Political Party,ORGANIZATION
All India Ganatantra Parishad,Politics,Political Party,ORGANIZATION
All India Hindustan Congress Party,Politics,Political Party,PERSON
All India Indira Congress,Politics,Political Party,ORGANIZATION
All India Jharkhand Party,Politics,Political Party,ORGANIZATION
All India Mahila Empowerment Party,Politics,Political Party,PERSON
All India Majlis-e-Ittehadul Muslimeen,Politics,Political Party,ORGANIZATION
All India Minorities Front,Politics,Political Party,ORGANIZATION
All India Momin Conference,Politics,Political Party,PERSON
All India Moovendar Munnani Kazhagam,Politics,Political Party,ORGANIZATION
All India Muslim Forum,Politics,Political Party,ORGANIZATION
All India Muslim League,Politics,Political Party,ORGANIZATION
All India Muslim Majlis,Politics,Political Party,ORGANIZATION
All India N.R. Congress,Politics,Political Party,ORGANIZATION
All India Netaji Revolutionary Party,Politics,Political Party,ORGANIZATION
All India Progressive Janata Dal,Politics,Political Party,ORGANIZATION
All India Samathuva Makkal Katchi,Politics,Political Party,ORGANIZATION
All India Tribes and Minorities Front,Politics,Political Party,ORGANIZATION
All India Trinamool Congress,Politics,Political Party,ORGANIZATION
All India United Democratic Front,Politics,Political Party,ORGANIZATION
All Jammu & Kashmir Patriotic Peoples Front,Politics,Political Party,ORGANIZATION
All Jharkhand Students Union,Politics,Political Party,ORGANIZATION
All Kerala M.G.R. Dravida Munnetra Party,Politics,Political Party,ORGANIZATION
All-India Jamhur Muslim League,Politics,Political Party,ORGANIZATION
Ambedkar National Congress,Politics,Political Party,ORGANIZATION
Ambedkar Samaj Party,Politics,Political Party,ORGANIZATION
Amra Bangali,Politics,Political Party,ORGANIZATION
Amrit Kaur,Politics,Indian Politics,PERSON
Amrita Pritam,Politics,Indian Politics,PERSON
Anaithinthiya Thamizhaga Munnetra Kazhagam,Politics,Political Party,ORGANIZATION
Anand Sharma,Politics,Indian Politics,PERSON
Anantha Venkatarami Reddy,Politics,Indian Politics,PERSON
Andhra Pradesh Committee of Communist Revolutionaries,Politics,Political Party,ORGANIZATION
Andhra Pradesh Congress Committee,Politics,Political Party,ORGANIZATION
Andhra Pradesh Coordination Committee of Communist Revolutionaries,Politics,Political Party,ORGANIZATION
Andimuthu Raja,Politics,Indian Politics,PERSON
Anil Biswas,Politics,Indian Politics,PERSON
Anna Democratic Human Rights Movement Party of India,Politics,Political Party,PERSON
Anna Telugu Desam Party,Politics,Political Party,ORGANIZATION
Apna Dal,Politics,Political Party,ORGANIZATION
Arjun Munda,Politics,Indian Politics,PERSON
Aruna Asaf Ali,Politics,Indian Politics,PERSON
Aruna Roy,Politics,Indian Politics,PERSON
Arunachal Congress,Politics,Political Party,ORGANIZATION
Arunachal Congress (Mithi),Politics,Political Party,ORGANIZATION
Arunachal Pradesh Congress Committee,Politics,Political Party,ORGANIZATION
Arvind Kejriwal,Politics,Indian Politics,PERSON
Asom Bharatiya Janata Party,Politics,Political Party,ORGANIZATION
Asom Gana Parishad,Politics,Political Party,ORGANIZATION
Asom Gana Parishad  (Progressive),Politics,Political Party,ORGANIZATION
Asom Gana Sangram Parishad,Politics,Political Party,ORGANIZATION
Asom Jatiya Sanmilan,Politics,Political Party,ORGANIZATION
Assam Pradesh Congress Committee,Politics,Political Party,ORGANIZATION
Atal Bihari Vajpayee,Politics,Indian Politics,PERSON
Aurobindo Ghosh,Politics,Indian Politics,PERSON
Azad Hind Congress,Politics,Political Party,ORGANIZATION
B. R. Ambedkar,Politics,Indian Politics,PERSON
B. Y. Raghavendra,Politics,Indian Politics,PERSON
BTR–EMS–AKG Janakeeya Vedi,Politics,Political Party,ORGANIZATION
Backward Castes United Front,Politics,Political Party,ORGANIZATION
Bahujan Kisan Dal,Politics,Political Party,ORGANIZATION
Bahujan Mukti Party,Politics,Political Party,PERSON
Bahujan Samaj Party,Politics,Political Party,ORGANIZATION
Bahujan Samaj Party (Ambedkar),Politics,Political Party,ORGANIZATION
Bahujan Samaj Party (Kainth),Politics,Political Party,ORGANIZATION
Bahujan Vikas Aaghadi,Politics,Political Party,ORGANIZATION
Bahujana Communist Party,Politics,Political Party,ORGANIZATION
Bal Thackeray,Politics,Indian Politics,PERSON
Banarsi Das Gupta,Politics,Indian Politics,PERSON
Bangla Bachao Front,Politics,Political Party,ORGANIZATION
Bangla Congress,Politics,Political Party,ORGANIZATION
Bangla Jatiya Dal,Politics,Political Party,ORGANIZATION
Basappa Danappa Jatti,Politics,Indian Politics,PERSON
Bezawada Gopala Reddy,Politics,Indian Politics,PERSON
Bhairon Singh Shekhawat,Politics,Indian Politics,PERSON
Bharat Punarnirman Dal,Politics,Political Party,ORGANIZATION
Bharat Rashtra Samithi,Politics,Political Party,ORGANIZATION
Bharatiya Forward Bloc,Politics,Political Party,ORGANIZATION
Bharatiya Gorkha Janashakti,Politics,Political Party,ORGANIZATION
Bharatiya Jana Sangh,Politics,Political Party,ORGANIZATION
Bharatiya Janata Party,Politics,Political Party,ORGANIZATION
Bharatiya Janshakti Party,Politics,Political Party,ORGANIZATION
Bharatiya Kisan Kamgar Party,Politics,Political Party,PERSON
Bharatiya Kranti Dal,Politics,Political Party,ORGANIZATION
Bharatiya Lok Dal,Politics,Political Party,ORGANIZATION
Bharatiya Manavata Vikas Party,Politics,Political Party,ORGANIZATION
Bharatiya Minorities Suraksha Mahasangh,Politics,Political Party,ORGANIZATION
Bharatiya National Janata Dal,Politics,Political Party,PERSON
Bharatiya Navshakti Party,Politics,Political Party,ORGANIZATION
Bharatiya Republican Party,Politics,Political Party,ORGANIZATION
Bhargavaram Viththal Varerkar,Politics,Indian Politics,PERSON
Bharipa Bahujan Mahasangh,Politics,Political Party,ORGANIZATION
Bharrat Jagdeo,Politics,Indian Politics,PERSON
Bihar People's Party,Politics,Political Party,ORGANIZATION
Bihar Pradesh Congress Committee,Politics,Political Party,ORGANIZATION
Bihar Vikas Party,Politics,Political Party,ORGANIZATION
Biju Janata Dal,Politics,Political Party,ORGANIZATION
Biju Sena,Politics,Political Party,ORGANIZATION
"Bilaspur bye-election, 1963",Politics,Elections,EVENT
Biplobi Bangla Congress,Politics,Political Party,ORGANIZATION
Birsa Seva Dal,Politics,Political Party,ORGANIZATION
Bodo Liberation Tigers Force,Politics,Political Party,ORGANIZATION
Bodo People's Progressive Front,Politics,Political Party,ORGANIZATION
Bodoland People's Front,Politics,Political Party,ORGANIZATION
Bolshevik Party of India,Politics,Political Party,ORGANIZATION
Bombay Provincial Working Class Party,Politics,Political Party,ORGANIZATION
Braj Kumar Nehru,Politics,Indian Politics,PERSON
"Brian Robertson, 1st Baron Robertson of Oakridge",Politics,Indian Politics,PERSON
Bundelkhand Mukti Morcha,Politics,Political Party,ORGANIZATION
C. Joseph Vijay,Politics,Indian Politics,PERSON
C. M. Poonacha,Politics,Indian Politics,PERSON
C. N. Annadurai,Politics,Indian Politics,PERSON
C. Rajagopalachari,Politics,Indian Politics,PERSON
"Central Organising Committee, Communist Party of India (Marxist–Leninist) Party Unity",Politics,Political Party,ORGANIZATION
"Central Reorganisation Committee, Communist Party of India",Politics,Political Party,ORGANIZATION
Centre of Communist Revolutionaries of India,Politics,Political Party,ORGANIZATION
Centre of Indian Communists,Politics,Political Party,ORGANIZATION
Chand Bibi,Politics,Indian Politics,PERSON
Chandra Shekhar,Politics,Indian Politics,PERSON
Charan Singh,Politics,Indian Politics,PERSON
Cheddi Jagan,Politics,Indian Politics,PERSON
Chhatisgarh Pradesh Congress Committee,Politics,Political Party,ORGANIZATION
Chhattisgarh Mukti Morcha,Politics,Political Party,ORGANIZATION
Chhattisgarh Vikas Party,Politics,Political Party,ORGANIZATION
Chhotanagpur Front,Politics,Political Party,ORGANIZATION
Chhotanagpur Plateau Praja Parishad,Politics,Political Party,ORGANIZATION
Chief Electoral Officer,Politics,Elections,PERSON
Citizens Common Front,Politics,Political Party,ORGANIZATION
Commonweal Party,Politics,Political Party,ORGANIZATION
Communist Ghadar Party of India,Politics,Political Party,ORGANIZATION
Communist League of India,Politics,Political Party,ORGANIZATION
Communist Marxist Party,Politics,Political Party,ORGANIZATION
Communist Organisation of India,Politics,Political Party,ORGANIZATION
Communist Party of Bharat,Politics,Political Party,ORGANIZATION
Communist Party of French India,Politics,Political Party,ORGANIZATION
Communist Party of India,Politics,Political Party,ORGANIZATION
Communist Party of India (Maoist),Politics,Political Party,ORGANIZATION
Communist Party of India (Marxist),Politics,Political Party,ORGANIZATION
Communist Party of India (Marxist-Leninist),Politics,Political Party,ORGANIZATION
Communist Party of India (Marxist-Leninist) Somnath,Politics,Political Party,ORGANIZATION
Communist Party of India (Marxist–Leninist) (Mahadev Mukherjee),Politics,Political Party,ORGANIZATION
Communist Party of India (Marxist–Leninist) Bolshevik,Politics,Political Party,ORGANIZATION
Communist Party of India (Marxist–Leninist) Central Team,Politics,Political Party,ORGANIZATION
Communist Party of India (Marxist–Leninist) Class Struggle,Politics,Political Party,ORGANIZATION
Communist Party of India (Marxist–Leninist) Liberation,Politics,Political Party,ORGANIZATION
Communist Party of India (Marxist–Leninist) New Democracy,Politics,Political Party,ORGANIZATION
Communist Party of India (Marxist–Leninist) New Initiative,Politics,Political Party,ORGANIZATION
Communist Party of India (Marxist–Leninist) Second Central Committee,Politics,Political Party,ORGANIZATION
Communist Workers Party,Politics,Political Party,ORGANIZATION
D voter,Politics,Elections,PERSON
D. Amaramoorthy,Politics,Indian Politics,PERSON
Datta Dalvi,Politics,Indian Politics,PERSON
Democracy in India,Politics,Elections,PERSON
Democratic Front,Politics,Political Party,ORGANIZATION
Democratic Socialist Party,Politics,Political Party,ORGANIZATION
Desiya Murpokku Dravida Kazhagam,Politics,Political Party,ORGANIZATION
Digvijaya Singh,Politics,Indian Politics,PERSON
Dnyandeo Yashwantrao Patil,Politics,Indian Politics,PERSON
Dorjee Khandu,Politics,Indian Politics,PERSON
Dravida Munnetra Kazhagam,Politics,Political Party,ORGANIZATION
E. Raghavendra Rao,Politics,Indian Politics,PERSON
Early Nationalists,Politics,Political Party,ORGANIZATION
Ela Bhatt,Politics,Indian Politics,PERSON
Elections in India,Politics,Elections,PERSON
Elections in Puducherry,Politics,Elections,PERSON
Elections in Tamil Nadu,Politics,Elections,PERSON
Electoral system of India,Politics,Elections,PERSON
Electronic voting in India,Politics,Elections,PERSON
Erode Venkatappa Ramasamy,Politics,Indian Politics,PERSON
Exercise Franchise For Good Governance,Politics,Elections,PERSON
Fakhruddin Ali Ahmed,Politics,Indian Politics,PERSON
Feroze Gandhi,Politics,Indian Politics,PERSON
G. M. C. Balayogi,Politics,Indian Politics,PERSON
Gayatri Devi,Politics,Indian Politics,PERSON
Gian Singh Rarewala,Politics,Indian Politics,PERSON
Girdhari Lal Bhargava,Politics,Indian Politics,PERSON
Giridharilal Kedia,Politics,Indian Politics,PERSON
Goa Suraksha Manch,Politics,Political Party,PERSON
Gondwana Ganatantra Party,Politics,Political Party,ORGANIZATION
Gopinath Bordoloi,Politics,Indian Politics,PERSON
Gorkha National Liberation Front,Politics,Political Party,ORGANIZATION
